dataset,ticker,metric,country,value,value_txt,period_end,period_span,unit,created_by,inter_country_comparison,as_reported,pfea,all_topics,dimensions,categories,updated_on
CPI,CPI,YoY,IN,1.43,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Dhoti (no.)][YoY][IN],[Dhoti (no.)],"{""Dhoti (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,0.16,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Diesel for Vehicle][YoY][IN],[Diesel for Vehicle],"{""Diesel for Vehicle"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,0.06,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Diesel (litre) [excl. Conveyance]][YoY][IN],[Diesel (litre) [excl. Conveyance]],"{""Diesel (litre) [excl. Conveyance]"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.94,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Doctor’s/ Surgeon’s Fee-first Consultation (non-institutional)][YoY][IN],[Doctor’s/ Surgeon’s Fee-first Consultation (non-institutional)],"{""Doctor’s/ Surgeon’s Fee-first Consultation (non-institutional)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,4.45,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Domestic Servant/cook][YoY][IN],[Domestic Servant/cook],"{""Domestic Servant/cook"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-11.95,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Dry Chillies (gm)],[Dry Chillies (gm)],"{""Dry Chillies (gm)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.19,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Dung Cake][YoY][IN],[Dung Cake],"{""Dung Cake"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,4.96,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Earthenware][YoY][IN],[Earthenware],"{""Earthenware"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.26,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Eggs (no.)][YoY][IN],[Eggs (no.)],"{""Eggs (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.91,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Electric Batteries][YoY][IN],[Electric Batteries],"{""Electric Batteries"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.53,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Electric Bulb, Tubelight][YoY][IN]","[Electric Bulb, Tubelight]","{""Electric Bulb, Tubelight"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.04,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Electric Fan][YoY][IN],[Electric Fan],"{""Electric Fan"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,14.36,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[IN][CPI][YoY][Electric Iron, Heater, Toaster, Oven & Other Electric Heating Appliances]","[Electric Iron, Heater, Toaster, Oven & Other Electric Heating Appliances]","{""Electric Iron, Heater, Toaster, Oven & Other Electric Heating Appliances"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.28,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Electricity (std. Unit)][YoY][IN],[Electricity (std. Unit)],"{""Electricity (std. Unit)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,0.69,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Family Planning Devices][YoY][IN],[Family Planning Devices],"{""Family Planning Devices"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.43,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Firewood and Chips][YoY][IN],[Firewood and Chips],"{""Firewood and Chips"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,4.25,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[Fish, Prawn][CPI][YoY][IN]","[Fish, Prawn]","{""Fish, Prawn"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,5.18,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Flower (fresh): All Purposes][CPI][YoY][IN],[Flower (fresh): All Purposes],"{""Flower (fresh): All Purposes"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.49,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Foreign/refined Liquor or Wine (litre)][CPI][YoY][IN],[Foreign/refined Liquor or Wine (litre)],"{""Foreign/refined Liquor or Wine (litre)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.64,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Frocks, Skirts, etc. (no.)][YoY][IN]","[Frocks, Skirts, etc. (no.)]","{""Frocks, Skirts, etc. (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.09,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Fruit Juice and Shake (litre)][YoY][IN],[Fruit Juice and Shake (litre)],"{""Fruit Juice and Shake (litre)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.53,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[Gamchha, Towel, Handkerchief (no.)][CPI][YoY][IN]","[Gamchha, Towel, Handkerchief (no.)]","{""Gamchha, Towel, Handkerchief (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-38.7,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Garlic (gm)][YoY][IN],[Garlic (gm)],"{""Garlic (gm)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.53,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Ghee],[Ghee],"{""Ghee"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-49.79,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Ginger (gm)][CPI][YoY][IN],[Ginger (gm)],"{""Ginger (gm)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,6.53,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Glassware],[Glassware],"{""Glassware"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.89,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Goat Meat/mutton][YoY][IN],[Goat Meat/mutton],"{""Goat Meat/mutton"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,36.0,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Gold][CPI][YoY][IN],[Gold],"{""Gold"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,14.14,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Goods for Recreation and Hobbies][CPI][YoY][IN],[Goods for Recreation and Hobbies],"{""Goods for Recreation and Hobbies"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-9.7,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[Gourd, Pumpkin][CPI][YoY][IN]","[Gourd, Pumpkin]","{""Gourd, Pumpkin"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.44,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Gram Products],[Gram Products],"{""Gram Products"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-2.41,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Gram: Split][YoY][IN],[Gram: Split],"{""Gram: Split"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-1.77,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Gram: Whole][CPI][YoY][IN],[Gram: Whole],"{""Gram: Whole"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,11.27,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Grapes][CPI][YoY][IN],[Grapes],"{""Grapes"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-7.53,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Green Chillies],[Green Chillies],"{""Green Chillies"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,16.04,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Green Coconut (no.)][YoY][IN],[Green Coconut (no.)],"{""Green Coconut (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.34,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Grinding Charges][YoY][IN],[Grinding Charges],"{""Grinding Charges"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-4.03,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Groundnut][YoY][IN],[Groundnut],"{""Groundnut"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-2.18,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Groundnut Oil][CPI][YoY][IN],[Groundnut Oil],"{""Groundnut Oil"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,11.05,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Guava][YoY][IN],[Guava],"{""Guava"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.09,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Gur][YoY][IN],[Gur],"{""Gur"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,4.71,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Hair Oil, Shampoo, Hair Cream][YoY][IN]","[Hair Oil, Shampoo, Hair Cream]","{""Hair Oil, Shampoo, Hair Cream"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-5.51,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[IN][CPI][YoY][Headwear, Belts, Ties (no.)]","[Headwear, Belts, Ties (no.)]","{""Headwear, Belts, Ties (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.76,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Honey][CPI][YoY][IN],[Honey],"{""Honey"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.58,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Hookah Tobacco (gm)][YoY][IN],[Hookah Tobacco (gm)],"{""Hookah Tobacco (gm)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,6.59,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Hospital & Nursing Home Charges][YoY][IN],[Hospital & Nursing Home Charges],"{""Hospital & Nursing Home Charges"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.66,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Hotel Lodging Charges][YoY][IN],[Hotel Lodging Charges],"{""Hotel Lodging Charges"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.01,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][House Rent, Garage Rent][YoY][IN]","[House Rent, Garage Rent]","{""House Rent, Garage Rent"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.65,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Ice-cream][CPI][YoY][IN],[Ice-cream],"{""Ice-cream"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.45,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Incense (agarbatti), Room Freshener][YoY][IN]","[Incense (agarbatti), Room Freshener]","{""Incense (agarbatti), Room Freshener"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.72,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Ingredients for Pan (gm)][YoY][IN],[Ingredients for Pan (gm)],"{""Ingredients for Pan (gm)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.36,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Internet Expenses],[Internet Expenses],"{""Internet Expenses"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.7,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Inverter][YoY][IN],[Inverter],"{""Inverter"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-18.53,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Jackfruit],[Jackfruit],"{""Jackfruit"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-15.88,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Jeera (gm)][YoY][IN],[Jeera (gm)],"{""Jeera (gm)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-1.5,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Jowar & its Products][YoY][IN],[Jowar & its Products],"{""Jowar & its Products"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,0.16,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Kerosene – Other Sources (litre)][YoY][IN],[Kerosene – Other Sources (litre)],"{""Kerosene – Other Sources (litre)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-6.26,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Kerosene – PDS (litre)],[Kerosene – PDS (litre)],"{""Kerosene – PDS (litre)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.83,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Khesari][YoY][IN],[Khesari],"{""Khesari"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-3.88,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Knitting Wool (gm)][YoY][IN],[Knitting Wool (gm)],"{""Knitting Wool (gm)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.98,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Kurta-pajama Suits: Females (no.)][YoY][IN],[Kurta-pajama Suits: Females (no.)],"{""Kurta-pajama Suits: Females (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.68,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Kurta-pajama Suits: Males (no.)][YoY][IN],[Kurta-pajama Suits: Males (no.)],"{""Kurta-pajama Suits: Males (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-1.77,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Lady's Finger][YoY][IN],[Lady's Finger],"{""Lady's Finger"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.18,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Leaf Tobacco (gm)][YoY][IN],[Leaf Tobacco (gm)],"{""Leaf Tobacco (gm)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.26,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Leather Boots, Shoes][YoY][IN]","[Leather Boots, Shoes]","{""Leather Boots, Shoes"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.18,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Leather Sandals, Chappals, etc.][YoY][IN]","[Leather Sandals, Chappals, etc.]","{""Leather Sandals, Chappals, etc."": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-13.0,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Lemon (no.)][CPI][YoY][IN],[Lemon (no.)],"{""Lemon (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-1.76,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Lighter (bidi/ Cigarette/ Gas Stove)][CPI][YoY][IN],[Lighter (bidi/ Cigarette/ Gas Stove)],"{""Lighter (bidi/ Cigarette/ Gas Stove)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,8.49,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Lock][YoY][IN],[Lock],"{""Lock"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,6.0,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[LPG [excl. Conveyance]][CPI][YoY][IN],[LPG [excl. Conveyance]],"{""LPG [excl. Conveyance]"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.14,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Lubricants & Other Fuels for Vehicle][YoY][IN],[Lubricants & Other Fuels for Vehicle],"{""Lubricants & Other Fuels for Vehicle"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.63,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Lungi (no.)],[Lungi (no.)],"{""Lungi (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,7.89,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Maida][YoY][IN],[Maida],"{""Maida"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,7.44,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Maize & Products][CPI][YoY][IN],[Maize & Products],"{""Maize & Products"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-13.12,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Mango][YoY][IN],[Mango],"{""Mango"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-2.89,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Masur],[Masur],"{""Masur"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.33,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Matches (box)],[Matches (box)],"{""Matches (box)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,4.77,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Medicine (non-institutional)][YoY][IN],[Medicine (non-institutional)],"{""Medicine (non-institutional)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.5,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Milk: Condensed/ Powder],[Milk: Condensed/ Powder],"{""Milk: Condensed/ Powder"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.8,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Milk: Liquid (litre)],[Milk: Liquid (litre)],"{""Milk: Liquid (litre)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-0.17,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Mineral Water (litre)][YoY][IN],[Mineral Water (litre)],"{""Mineral Water (litre)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,0.16,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Mobile Handset][YoY][IN],[Mobile Handset],"{""Mobile Handset"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.92,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Monthly Charges for Cable Tv Connection][YoY][IN],[Monthly Charges for Cable Tv Connection],"{""Monthly Charges for Cable Tv Connection"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.26,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[Monthly Maintainance Charges][CPI][YoY][IN],[Monthly Maintainance Charges],"{""Monthly Maintainance Charges"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-5.37,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Moong],[Moong],"{""Moong"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-0.24,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Mosquito Net (no.)][YoY][IN],[Mosquito Net (no.)],"{""Mosquito Net (no.)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,4.56,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[Mosquito Repellent, Insecticide, Acid etc.][CPI][YoY][IN]","[Mosquito Repellent, Insecticide, Acid etc.]","{""Mosquito Repellent, Insecticide, Acid etc."": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.85,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Motor Car, Jeep][YoY][IN]","[Motor Car, Jeep]","{""Motor Car, Jeep"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.84,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Motor Cycle, Scooter][YoY][IN]","[Motor Cycle, Scooter]","{""Motor Cycle, Scooter"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,3.13,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Muri][YoY][IN],[Muri],"{""Muri"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,19.92,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Mustard Oil][YoY][IN],[Mustard Oil],"{""Mustard Oil"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,2.35,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[Newspapers, Periodicals][CPI][YoY][IN]","[Newspapers, Periodicals]","{""Newspapers, Periodicals"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,1.6,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[CPI][Oilseeds (gm)][YoY][IN],[Oilseeds (gm)],"{""Oilseeds (gm)"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,-34.86,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,[IN][CPI][YoY][Onion],[Onion],"{""Onion"": ""ConsumptionItem""}",2025-08-12
CPI,CPI,YoY,IN,0.73,,2025-07-31,M,PERCENT,MacroSearchEngine,False,True,,"[CPI][Orange, Mausami (no.)][YoY][IN]","[Orange, Mausami (no.)]","{""Orange, Mausami (no.)"": ""ConsumptionItem""}",2025-08-12
