period_end,updated_on,label,codetype,code,CPI,CPI_YoY,weight,lower_label,region
2025-07-31,2025-08-12,Muri,item_code,1.1.01.1.1.05.0,187.8,3.13,0.11109,muri,
2025-07-31,2025-08-12,Mustard Oil,item_code,1.1.05.1.1.01.0,185.4,19.92,1.32678,mustard oil,
2025-07-31,2025-08-12,"Newspapers, Periodicals",item_code,6.1.04.1.1.14.X,195.9,2.35,0.18135,"newspapers, periodicals",
2025-07-31,2025-08-12,Oilseeds (gm),item_code,1.1.10.1.1.09.0,209.7,1.6,0.09063,oilseeds (gm),
2025-07-31,2025-08-12,Onion,item_code,1.1.07.1.1.02.0,206.5,-34.86,0.64409,onion,
2025-07-31,2025-08-12,"Orange, Mausami (no.)",item_code,1.1.06.1.1.09.X,192.7,0.73,0.12518,"orange, mausami (no.)",
2025-07-31,2025-08-12,"Other Beverages: Cocoa, Chocolate, etc.",item_code,1.2.11.2.1.04.X,165.4,2.04,0.08627,"other beverages: cocoa, chocolate, etc.",
2025-07-31,2025-08-12,Other Cereals,item_code,1.1.01.1.1.15.0,185.5,0.49,0.00116,other cereals,
2025-07-31,2025-08-12,Other Consumer Services Excluding Conveyance,item_code,6.1.01.7.2.07.X,195.2,2.52,0.15721,other consumer services excluding conveyance,
2025-07-31,2025-08-12,Other Conveyance Expenses,item_code,6.1.03.2.2.04.0,194.9,-0.71,0.00985,other conveyance expenses,
2025-07-31,2025-08-12,Other Cooking/ Household Appliances,item_code,6.1.01.3.1.10.0,140.9,0.5,0.00539,other cooking/ household appliances,
2025-07-31,2025-08-12,Other Crockery & Utensils,item_code,6.1.01.4.1.05.0,195.5,5.5,0.01247,other crockery & utensils,
2025-07-31,2025-08-12,Other Dry Fruits,item_code,1.1.06.2.1.08.0,229.5,10.18,0.04598,other dry fruits,
2025-07-31,2025-08-12,Other Durables (specify)….,item_code,6.1.01.3.1.12.0,187.2,2.35,0.00432,other durables (specify)….,
2025-07-31,2025-08-12,Other Educational Expenses (incl. Fees for Enrollment in Web-based Training),item_code,6.1.05.2.2.03.0,177.2,3.75,0.04018,other educational expenses (incl. fees for enrollment in web-based training),
2025-07-31,2025-08-12,Other Entertainment,item_code,6.1.04.2.2.05.0,144.1,2.05,0.11324,other entertainment,
2025-07-31,2025-08-12,Other Footwear,item_code,3.1.02.1.1.05.0,185.0,3.01,0.17108,other footwear,
2025-07-31,2025-08-12,Other Fresh Fruits,item_code,1.1.06.1.1.18.0,220.7,11.35,0.11939,other fresh fruits,
2025-07-31,2025-08-12,Other Fuel,item_code,5.1.01.3.1.05.0,178.6,2.41,0.18412,other fuel,
2025-07-31,2025-08-12,"Other Furniture & Fixtures (couch, Sofa, Etc.)",item_code,6.1.01.1.1.06.0,176.5,3.28,0.02471,"other furniture & fixtures (couch, sofa, etc.)",
2025-07-31,2025-08-12,Other Intoxicants,item_code,2.1.01.1.1.05.0,205.3,8.62,0.07639,other intoxicants,
2025-07-31,2025-08-12,Other Leather Footwear,item_code,3.1.02.1.1.03.0,188.1,2.17,0.07541,other leather footwear,
2025-07-31,2025-08-12,Other Medical Expenses (non-institutional),item_code,6.1.02.2.2.06.0,166.7,0.6,0.11599,other medical expenses (non-institutional),
2025-07-31,2025-08-12,Other Metal Utensils,item_code,6.1.01.4.1.03.0,209.8,5.75,0.0127,other metal utensils,
2025-07-31,2025-08-12,Other Milk Products,item_code,1.1.04.2.1.04.0,184.7,3.18,0.02747,other milk products,
2025-07-31,2025-08-12,Other Nuts,item_code,1.1.06.2.1.06.0,196.4,9.05,0.01424,other nuts,
2025-07-31,2025-08-12,Other Ornaments,item_code,6.1.06.2.1.04.0,253.3,20.85,0.01157,other ornaments,
2025-07-31,2025-08-12,Other Packaged Processed Food,item_code,1.1.12.3.1.05.0,172.0,2.93,0.0782,other packaged processed food,
2025-07-31,2025-08-12,Other Petty Articles,item_code,6.1.01.6.1.10.0,228.9,3.48,0.15756,other petty articles,
2025-07-31,2025-08-12,Other Pulse Products,item_code,1.1.08.2.1.03.0,199.7,-0.05,0.03066,other pulse products,
2025-07-31,2025-08-12,Other Pulses,item_code,1.1.08.1.1.09.X,208.5,-3.16,0.08299,other pulses,
2025-07-31,2025-08-12,Other Rice Products,item_code,1.1.01.1.1.06.0,200.6,4.81,0.01765,other rice products,
2025-07-31,2025-08-12,"Others: Birds, Crab, Oyster, Tortoise, etc.",item_code,1.1.02.1.1.05.0,299.7,6.09,0.00557,"others: birds, crab, oyster, tortoise, etc.",
2025-07-31,2025-08-12,Other Tobacco Products,item_code,2.1.01.3.1.08.0,200.2,2.51,0.26361,other tobacco products,
2025-07-31,2025-08-12,Other Vegetables,item_code,1.1.07.3.1.12.X,213.6,-2.2,0.56483,other vegetables,
2025-07-31,2025-08-12,Other Washing Requisites,item_code,6.1.01.6.1.04.0,169.1,1.93,0.11649,other washing requisites,
2025-07-31,2025-08-12,Palak/other Leafy Vegetables,item_code,1.1.07.2.1.01.X,241.3,2.59,0.43849,palak/other leafy vegetables,
2025-07-31,2025-08-12,Pan: Finished (no.),item_code,2.1.01.2.1.02.0,229.5,4.08,0.15533,pan: finished (no.),
2025-07-31,2025-08-12,Pan: Leaf (no.),item_code,2.1.01.2.1.01.0,225.3,-1.01,0.06396,pan: leaf (no.),
2025-07-31,2025-08-12,"Papad, Bhujia, Namkeen, Mixture, Chanachur",item_code,1.1.12.3.1.04.0,207.9,4.26,0.45658,"papad, bhujia, namkeen, mixture, chanachur",
2025-07-31,2025-08-12,Papaya,item_code,1.1.06.1.1.10.0,212.8,0.33,0.04744,papaya,
2025-07-31,2025-08-12,"Parwal/patal, Kundru",item_code,1.1.07.3.1.07.X,155.9,-5.17,0.09627,"parwal/patal, kundru",
2025-07-31,2025-08-12,PC/ Laptop/ Other Peripherals Incl. Software,item_code,6.1.04.1.1.06.X,157.0,2.48,0.11073,pc/ laptop/ other peripherals incl. software,
2025-07-31,2025-08-12,Pears/nashpati,item_code,1.1.06.1.1.13.X,308.8,52.57,0.00054,pears/nashpati,
2025-07-31,2025-08-12,Peas (pulses),item_code,1.1.08.1.1.07.0,188.1,-9.44,0.06756,peas (pulses),
2025-07-31,2025-08-12,Peas (vegetables),item_code,1.1.07.3.1.09.0,272.1,-2.37,0.1032,peas (vegetables),
2025-07-31,2025-08-12,Petrol for Vehicle,item_code,6.1.03.2.1.01.0,140.2,0.14,2.18697,petrol for vehicle,
2025-07-31,2025-08-12,Photography,item_code,6.1.04.1.2.04.0,170.7,3.02,0.02008,photography,
2025-07-31,2025-08-12,Pickles (gm),item_code,1.1.07.4.1.01.0,199.0,2.58,0.09465,pickles (gm),
2025-07-31,2025-08-12,"Pillow, Quilt, Mattress (no.)",item_code,6.1.01.2.1.03.X,193.0,2.55,0.04733,"pillow, quilt, mattress (no.)",
2025-07-31,2025-08-12,Pineapple (no.),item_code,1.1.06.1.1.04.0,232.8,15.71,0.0037,pineapple (no.),
2025-07-31,2025-08-12,"Plugs, Switches & Other Electrical Fittings",item_code,6.1.01.5.1.02.0,191.4,2.52,0.00391,"plugs, switches & other electrical fittings",
2025-07-31,2025-08-12,Pork,item_code,1.1.02.1.1.03.0,251.5,3.93,0.05177,pork,
2025-07-31,2025-08-12,Porter Charges,item_code,6.1.03.3.2.09.0,283.7,2.64,0.00199,porter charges,
2025-07-31,2025-08-12,Potato,item_code,1.1.07.1.1.01.0,183.1,-34.35,0.98404,potato,
2025-07-31,2025-08-12,"Powder, Snow, Cream, Lotion and Perfume",item_code,6.1.06.1.1.03.X,199.4,4.4,0.39324,"powder, snow, cream, lotion and perfume",
2025-07-31,2025-08-12,"Prepared Sweets, Cake, Pastry",item_code,1.1.12.3.1.03.X,206.5,3.77,0.55402,"prepared sweets, cake, pastry",
2025-07-31,2025-08-12,Pressure Cooker/ Pressure Pan,item_code,6.1.01.4.1.02.0,188.2,3.63,0.00023,pressure cooker/ pressure pan,
2025-07-31,2025-08-12,Private Tutor/ Coaching Centre,item_code,6.1.05.2.2.02.X,183.4,2.98,0.57665,private tutor/ coaching centre,
2025-07-31,2025-08-12,"Radio, Tape Recorder, 2-in-1",item_code,6.1.04.1.1.01.X,181.2,5.35,0.00345,"radio, tape recorder, 2-in-1",
2025-07-31,2025-08-12,Radish,item_code,1.1.07.1.1.03.0,304.1,1.1,0.07207,radish,
2025-07-31,2025-08-12,Ragi & its Products,item_code,1.1.01.2.1.06.X,262.3,6.76,0.04578,ragi & its products,
2025-07-31,2025-08-12,Railway Fare,item_code,6.1.03.3.2.01.X,153.5,-0.32,0.18495,railway fare,
2025-07-31,2025-08-12,"Raisin, Kishmish, Monacca, etc.",item_code,1.1.06.2.1.07.X,171.9,11.62,0.05616,"raisin, kishmish, monacca, etc.",
2025-07-31,2025-08-12,"Refined Oil [sunflower, Soyabean, Saffola, Etc.]",item_code,1.1.05.1.1.04.0,180.4,22.72,1.26238,"refined oil [sunflower, soyabean, saffola, etc.]",
2025-07-31,2025-08-12,Refrigerator,item_code,6.1.01.3.1.06.0,152.7,0.66,0.09167,refrigerator,
2025-07-31,2025-08-12,Residential Building & Land (cost of Repairs Only),item_code,4.1.01.2.2.01.X,240.6,6.74,0.28319,residential building & land (cost of repairs only),
2025-07-31,2025-08-12,Rice – Other Sources,item_code,1.1.01.1.1.02.X,197.5,1.54,4.37809,rice – other sources,
2025-07-31,2025-08-12,Rice – PDS,item_code,1.1.01.1.1.01.P,81.3,27.03,0.37094,rice – pds,
2025-07-31,2025-08-12,Rickshaw (hand Drawn & Cycle) Fare,item_code,6.1.03.3.2.04.0,189.0,1.23,0.04553,rickshaw (hand drawn & cycle) fare,
2025-07-31,2025-08-12,Rubber / Pvc Footwear,item_code,3.1.02.1.1.04.X,192.3,1.64,0.31248,rubber / pvc footwear,
2025-07-31,2025-08-12,"Rug, Blanket (no.)",item_code,6.1.01.2.1.02.0,187.4,3.48,0.0732,"rug, blanket (no.)",
2025-07-31,2025-08-12,Salt,item_code,1.1.10.1.1.01.0,207.9,4.79,0.15947,salt,
2025-07-31,2025-08-12,Sanitary Napkins,item_code,6.1.06.1.1.07.0,172.0,3.61,0.08921,sanitary napkins,
2025-07-31,2025-08-12,Saree (no.),item_code,3.1.01.1.1.02.0,201.4,2.03,0.89661,saree (no.),
2025-07-31,2025-08-12,"Sauce, Jam, Jelly (gm)",item_code,1.1.09.2.1.03.X,174.5,4.43,0.02341,"sauce, jam, jelly (gm)",
2025-07-31,2025-08-12,"School Bus, Van, etc.",item_code,6.1.03.3.2.06.0,217.8,3.57,0.24583,"school bus, van, etc.",
2025-07-31,2025-08-12,School/college Uniform: Boys,item_code,3.1.01.1.1.13.0,188.8,3.57,0.1697,school/college uniform: boys,
2025-07-31,2025-08-12,School/college Uniform: Girls,item_code,3.1.01.1.1.14.0,189.4,3.72,0.1353,school/college uniform: girls,
2025-07-31,2025-08-12,"Sewai, Noodles",item_code,1.1.01.1.1.11.X,182.5,4.64,0.03381,"sewai, noodles",
2025-07-31,2025-08-12,Sewing Machine,item_code,6.1.01.3.1.03.0,170.7,1.91,0.00077,sewing machine,
2025-07-31,2025-08-12,"Shaving Blades, Shaving Stick, Razor",item_code,6.1.06.1.1.05.X,160.6,2.82,0.09756,"shaving blades, shaving stick, razor",
2025-07-31,2025-08-12,"Shaving Cream, Aftershave Lotion",item_code,6.1.06.1.1.06.X,166.1,2.78,0.04408,"shaving cream, aftershave lotion",
2025-07-31,2025-08-12,"Shawl, Chaddar (no.)",item_code,3.1.01.1.1.03.X,204.7,3.18,0.0823,"shawl, chaddar (no.)",
2025-07-31,2025-08-12,"Shirts, T-shirts (no.)",item_code,3.1.01.1.1.06.X,193.5,1.52,0.56646,"shirts, t-shirts (no.)",
2025-07-31,2025-08-12,"Shorts, Trousers, Bermudas (no.)",item_code,3.1.01.1.1.07.X,188.3,2.0,0.55365,"shorts, trousers, bermudas (no.)",
2025-07-31,2025-08-12,Silver,item_code,6.1.06.2.1.02.0,212.9,21.87,0.11175,silver,
2025-07-31,2025-08-12,Small Millets & their Products,item_code,1.1.01.2.1.05.X,205.5,5.49,0.00024,small millets & their products,
2025-07-31,2025-08-12,Snuff (gm),item_code,2.1.01.3.1.04.0,191.0,1.11,0.00056,snuff (gm),
2025-07-31,2025-08-12,Spectacles,item_code,6.1.02.2.1.04.0,179.9,1.98,0.0561,spectacles,
2025-07-31,2025-08-12,"Sports Goods, Toys, etc.",item_code,6.1.04.1.1.12.X,195.2,4.39,0.11243,"sports goods, toys, etc.",
2025-07-31,2025-08-12,Stainless Steel Utensils,item_code,6.1.01.4.1.01.X,216.0,4.6,0.17955,stainless steel utensils,
2025-07-31,2025-08-12,"Stationery, Photocopying Charges",item_code,6.1.05.1.1.04.X,179.9,1.41,0.388,"stationery, photocopying charges",
2025-07-31,2025-08-12,"Steamer, Boat Fare",item_code,6.1.03.3.2.08.0,276.3,7.55,0.00043,"steamer, boat fare",
2025-07-31,2025-08-12,"Stove, Gas Burner",item_code,6.1.01.3.1.05.X,185.3,10.76,1e-05,"stove, gas burner",
2025-07-31,2025-08-12,Sugar - Other Sources,item_code,1.1.09.1.1.02.0,129.9,3.42,1.13403,sugar - other sources,
2025-07-31,2025-08-12,Sugar - PDS,item_code,1.1.09.1.1.01.P,166.9,0.79,0.08755,sugar - pds,
2025-07-31,2025-08-12,"Suitcase, Trunk, Box, Handbag and Other Travel Goods",item_code,6.1.06.1.1.10.X,170.5,-1.79,0.00161,"suitcase, trunk, box, handbag and other travel goods",
2025-07-31,2025-08-12,"Suji, Rawa",item_code,1.1.01.1.1.10.0,198.2,6.16,0.09511,"suji, rawa",
2025-07-31,2025-08-12,Sweeper,item_code,6.1.01.7.2.03.0,203.0,3.62,0.04121,sweeper,
2025-07-31,2025-08-12,Tailor,item_code,3.1.01.4.2.02.X,226.3,5.26,0.38901,tailor,
2025-07-31,2025-08-12,Tamarind (gm),item_code,1.1.10.1.1.07.0,228.1,13.26,0.14786,tamarind (gm),
2025-07-31,2025-08-12,"Taxi, Auto-rickshaw Fare",item_code,6.1.03.3.2.03.X,194.3,2.37,0.56825,"taxi, auto-rickshaw fare",
2025-07-31,2025-08-12,Tea: Cups (no.),item_code,1.1.12.1.1.01.0,183.0,2.58,0.855,tea: cups (no.),
2025-07-31,2025-08-12,Tea: Leaf (gm),item_code,1.2.11.1.1.01.0,189.4,3.84,0.9578,tea: leaf (gm),
2025-07-31,2025-08-12,Telephone Charges: Landline*,item_code,6.1.03.5.2.01.0,119.5,0.08,0.17064,telephone charges: landline*,
2025-07-31,2025-08-12,Telephone Charges: Mobile,item_code,6.1.03.5.2.02.X,177.2,1.9,1.83916,telephone charges: mobile,
2025-07-31,2025-08-12,Television,item_code,6.1.04.1.1.02.0,169.5,-0.94,0.16209,television,
2025-07-31,2025-08-12,Toddy (litre),item_code,2.1.01.1.1.03.0,225.8,-5.25,0.05788,toddy (litre),
2025-07-31,2025-08-12,Toilet Soap,item_code,6.1.06.1.1.01.0,194.0,4.3,0.63817,toilet soap,
2025-07-31,2025-08-12,Tomato,item_code,1.1.07.3.1.01.0,227.9,-34.17,0.57488,tomato,
2025-07-31,2025-08-12,"Toothpaste, Toothbrush, Comb, etc.",item_code,6.1.06.1.1.02.X,177.3,2.49,0.35605,"toothpaste, toothbrush, comb, etc.",
2025-07-31,2025-08-12,Torch,item_code,6.1.01.5.1.04.0,169.7,3.22,0.04562,torch,
2025-07-31,2025-08-12,"Tuition and Other Fees (school, College, Etc.)",item_code,6.1.05.2.2.01.X,203.0,4.86,2.89814,"tuition and other fees (school, college, etc.)",
2025-07-31,2025-08-12,Turmeric (gm),item_code,1.1.10.1.1.04.0,216.6,7.23,0.49651,turmeric (gm),
2025-07-31,2025-08-12,Tyres & Tubes,item_code,6.1.03.1.1.05.X,154.5,2.32,0.07221,tyres & tubes,
2025-07-31,2025-08-12,"Umbrella, Raincoat",item_code,6.1.06.1.1.11.X,185.0,2.21,0.06197,"umbrella, raincoat",
2025-07-31,2025-08-12,Urd,item_code,1.1.08.1.1.06.0,199.1,-8.21,0.27353,urd,
2025-07-31,2025-08-12,"Vanaspati, Margarine",item_code,1.1.05.2.1.03.0,210.1,20.54,0.07187,"vanaspati, margarine",
2025-07-31,2025-08-12,Walnut,item_code,1.1.06.2.1.05.0,240.1,8.06,0.00271,walnut,
2025-07-31,2025-08-12,"Washerman, Laundry, Ironing",item_code,3.1.01.4.2.01.X,243.0,6.35,0.12458,"washerman, laundry, ironing",
2025-07-31,2025-08-12,Washing Machine,item_code,6.1.01.3.1.04.0,166.7,2.21,0.02372,washing machine,
2025-07-31,2025-08-12,Washing Soap/soda/powder,item_code,6.1.01.6.1.03.0,172.8,0.47,0.86658,washing soap/soda/powder,
2025-07-31,2025-08-12,Watch Man Charges (other Cons Taxes),item_code,4.1.01.2.2.03.0,179.1,6.29,0.11478,watch man charges (other cons taxes),
2025-07-31,2025-08-12,Water Charges,item_code,4.1.01.2.2.02.X,151.5,2.02,0.16136,water charges,
2025-07-31,2025-08-12,Watermelon,item_code,1.1.06.1.1.03.0,176.3,3.58,0.04684,watermelon,
2025-07-31,2025-08-12,Water Purifier,item_code,6.1.01.3.1.08.0,150.2,3.37,0.00939,water purifier,
2025-07-31,2025-08-12,Wheat/ Atta – Other Sources,item_code,1.1.01.1.1.08.X,207.3,4.43,2.56052,wheat/ atta – other sources,
2025-07-31,2025-08-12,Wheat/ Atta – PDS,item_code,1.1.01.1.1.07.P,101.8,9.94,0.17389,wheat/ atta – pds,
2025-07-31,2025-08-12,"X-ray, Ecg, Pathological Test, etc. (non-institutional)",item_code,6.1.02.2.2.08.X,170.9,2.34,0.47597,"x-ray, ecg, pathological test, etc. (non-institutional)",
2025-07-31,2025-08-12,"Zarda, Kimam, Surti (gm)",item_code,2.1.01.3.1.07.0,193.3,2.49,0.04869,"zarda, kimam, surti (gm)",
2025-07-31,2025-08-12,Consumer Food Price,group_code,7.,200.7,-1.76,0.0,consumer food price,
2025-07-31,2025-08-12,Transport and Communication,subgroup_code,6.1.03.,173.5,2.12,8.590480000000001,transport and communication,
2025-07-31,2025-08-12,Education,subgroup_code,6.1.05.,194.8,4.0,4.46199,education,
2025-07-31,2025-08-12,Miscellaneous,group_code,6.,192.9,5.01,28.317149999999998,miscellaneous,
2025-07-31,2025-08-12,Household Goods and Services,subgroup_code,6.1.01.,184.9,2.61,3.8034799999999995,household goods and services,
2025-07-31,2025-08-12,Health,subgroup_code,6.1.02.,203.5,4.57,5.89081,health,
2025-07-31,2025-08-12,Personal Care and Effects,subgroup_code,6.1.06.,230.7,15.12,3.8879099999999998,personal care and effects,
2025-07-31,2025-08-12,Recreation and Amusement,subgroup_code,6.1.04.,180.5,2.38,1.68248,recreation and amusement,
2025-07-31,2025-08-12,Fuel and Light,group_code,5.,180.7,2.67,6.843100000000001,fuel and light,
2025-07-31,2025-08-12,Housing,group_code,4.,185.7,3.17,10.069749999999999,housing,
2025-07-31,2025-08-12,Footwear,subgroup_code,3.1.02.,188.3,2.17,0.94997,footwear,
2025-07-31,2025-08-12,Clothing and Footwear,group_code,3.,197.1,2.5,6.527119999999999,clothing and footwear,
2025-07-31,2025-08-12,Clothing,subgroup_code,3.1.01.,198.6,2.58,5.577149999999999,clothing,
2025-07-31,2025-08-12,"Pan, Tobacco and Intoxicants",group_code,2.,213.3,2.45,2.37958,"pan, tobacco and intoxicants",
2025-07-31,2025-08-12,Cereals and Products,subgroup_code,1.1.01.,197.1,3.03,9.67357,cereals and products,
2025-07-31,2025-08-12,Food and Beverages,group_code,1.,201.6,-0.84,45.86334000000001,food and beverages,
2025-07-31,2025-08-12,"Prepared Meals, Snacks, Sweets etc.",subgroup_code,1.1.12.,210.9,4.35,5.5487,"prepared meals, snacks, sweets etc.",
2025-07-31,2025-08-12,Non-alcoholic Beverages,subgroup_code,1.2.11.,186.6,4.6,1.2587700000000002,non-alcoholic beverages,
2025-07-31,2025-08-12,Spices,subgroup_code,1.1.10.,220.9,-3.07,2.49503,spices,
2025-07-31,2025-08-12,Sugar and Confectionery,subgroup_code,1.1.09.,135.3,3.28,1.36409,sugar and confectionery,
2025-07-31,2025-08-12,Pulses and Products,subgroup_code,1.1.08.,184.3,-13.76,2.3840800000000004,pulses and products,
2025-07-31,2025-08-12,Vegetables,subgroup_code,1.1.07.,212.0,-20.69,6.03935,vegetables,
2025-07-31,2025-08-12,Fruits,subgroup_code,1.1.06.,213.4,14.42,2.8913900000000003,fruits,
2025-07-31,2025-08-12,Oils and Fats,subgroup_code,1.1.05.,192.1,19.24,3.5575,oils and fats,
2025-07-31,2025-08-12,Milk and Products,subgroup_code,1.1.04.,191.1,2.74,6.60702,milk and products,
2025-07-31,2025-08-12,Egg,subgroup_code,1.1.03.,198.7,2.26,0.43085,egg,
2025-07-31,2025-08-12,Meat and Fish,subgroup_code,1.1.02.,229.3,-0.61,3.612990000000001,meat and fish,
2025-07-31,2025-08-12,General,group_code,0.,196.0,1.55,0.0,general,
